dataset,f1_minority,f1_majority,precision_minority,precision_majority,recall_minority,recall_majority,accuracy,auc_roc
dataset_940_water-treatment.csv,0.7274505519671717,0.9533150704421424,0.7657905982905983,0.9472071597428273,0.7,0.9597752808988764,0.9203414195867028,0.9531866416978778
dataset_947_arsenic-male-bladder.csv,0.3837490287490287,0.9618998609323054,0.33676767676767677,0.9769065419305527,0.48999999999999994,0.9476635514018691,0.9283944658944658,0.8138317757009345
dataset_949_arsenic-female-bladder.csv,0.4273324213406293,0.8420388530281835,0.32357956857956854,0.9272920819373172,0.6375,0.7723464912280702,0.7530405405405405,0.8024074835526316
dataset_950_arsenic-female-lung.csv,0.4877540106951871,0.9660179342660866,0.5288316946211682,0.9908379808379809,0.75,0.9444444444444444,0.9372425997425997,0.90570987654321
dataset_951_arsenic-male-lung.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dataset_954_spectrometer.csv,0.7524116743471583,0.9655844363122117,0.665126050420168,0.9874047512326312,0.8909090909090909,0.945328947368421,0.9397460765297125,0.9866606858054225
dataset_958_segment.csv,0.9791034648639754,0.9964556913470316,0.9707161125319693,0.9979733790228746,0.9878787878787879,0.994949494949495,0.9939393939393939,0.999640342822161
dataset_962_mfeat-morphological.csv,0.9896761466381718,0.9988927319709255,1.0,0.997793090817518,0.9800000000000001,1.0,0.998,0.9971666666666668
dataset_966_analcatdata_halloffame.csv,0.5519692080374607,0.9250728223896993,0.40948152846044084,0.982468960783445,0.8480000000000001,0.874074074074074,0.8716417910447761,0.9550123456790123
dataset_968_analcatdata_birthday.csv,0.4194751485074065,0.9186014564006101,0.32886128364389233,0.9397260273972602,0.6,0.9109062980030721,0.863013698630137,0.9241660848112462
dataset_971_mfeat-fourier.csv,0.9820162959403465,0.9980613228400248,1.0,0.9961341018213288,0.9649999999999999,1.0,0.9964999999999999,0.9999027777777778
dataset_976_JapaneseVowels.csv,0.8614437173859251,0.9692750739332544,0.7782403440554857,0.9928415671959552,0.9646904986250793,0.9468079060572683,0.9497040344015298,0.9926954760582867
dataset_978_mfeat-factors.csv,0.9524717552941102,0.9947217555684318,0.9569572186279652,0.9944687355038347,0.95,0.9949999999999999,0.9905000000000002,0.99875
dataset_980_optdigits.csv,0.8747140155716193,0.9847272378457019,0.8264989311157576,0.9919635444109385,0.9300839054157132,0.977616697249507,0.9727758007117437,0.9951625109759197
dataset_984_analcatdata_draft.csv,0.15449901311970277,0.8778590140509646,0.13383022774327122,0.9236226755265576,0.2619047619047619,0.8445047489823609,0.7921510551647538,0.6654551915745944
dataset_987_collins.csv,0.9935483870967742,0.9988165680473372,1.0,0.9976470588235294,0.9875,1.0,0.998,1.0
dataset_995_mfeat-zernike.csv,0.9477777777777778,0.9941631896152063,0.9407317073170731,0.9949953574744661,0.9550000000000001,0.9933333333333334,0.9894999999999999,0.991048611111111
